id,x(m),y(m),area_code
P932,93144.407,99904.183,3
P933,93144.362,99910.459,4
P934,93141.021,99908.089,1
P935,93148.889,99907.973,1
P936,93144.076,99908.840,2
P937,93146.666,99914.999,1
P938,93143.768,99919.972,1
P939,93145.370,99918.163,6
P940,93141.750,99922.404,2
P941,93143.971,99913.497,1
P942,93144.423,99910.541,1
P943,93139.921,99909.835,3
P944,93135.871,99900.858,3
P945,93137.825,99891.856,3
P946,93134.995,99896.885,3
P947,93133.902,99887.408,2
P948,93137.504,99893.220,7
P949,93139.298,99892.009,1
P950,93141.221,99882.997,2
P951,93146.093,99888.088,6
P952,93150.120,99880.086,3
P953,93146.955,99884.818,1
P954,93154.227,99880.670,2
P955,93156.296,99886.939,3
P956,93155.252,99883.652,3
P957,93153.555,99880.445,2
P958,93150.774,99877.670,3
P959,93146.609,99881.112,3
P960,93149.033,99887.311,1
P961,93155.391,99881.534,7
P962,93160.467,99886.473,2
P963,93162.278,99885.755,2
P964,93168.826,99889.149,2
P965,93164.842,99892.893,1
P966,93166.368,99892.959,3
P967,93168.184,99892.188,1
P968,93174.471,99886.312,3
P969,93179.716,99879.264,1
P970,93178.840,99875.977,2
P971,93179.183,99882.305,2
P972,93186.883,99883.146,2
P973,93183.206,99881.104,2
P974,93179.722,99878.866,1
P975,93177.217,99875.942,4
P976,93184.154,99871.092,3
P977,93179.751,99874.048,2
P978,93181.002,99874.397,7
P979,93188.877,99872.592,7
P980,93189.980,99870.099,3
P981,93185.266,99870.106,2
P982,93188.265,99861.527,6
P983,93190.085,99860.658,3
P984,93185.318,99860.963,3
P985,93190.530,99865.795,5
P986,93192.343,99856.748,5
P987,93199.824,99858.328,1
P988,93201.226,99858.543,1
P989,93197.625,99856.422,3
P990,93193.987,99860.642,1
P991,93192.563,99857.386,7
P992,93192.506,99854.227,1
P993,93194.258,99852.816,3
P994,93196.077,99851.928,1
P995,93197.664,99851.903,4
P996,93199.633,99858.188,3
P997,93207.266,99855.082,3
P998,93205.224,99851.970,2
P999,93206.950,99851.648,1
P1000,93212.264,99844.666,7
P1001,93213.762,99844.769,5
P1002,93211.995,99850.485,6
P1003,93209.083,99847.793,1
P1004,93210.891,99847.099,5
P1005,93208.334,99852.337,2
P1006,93209.679,99850.115,3
P1007,93211.498,99849.263,6
P1008,93212.397,99846.593,3
P1009,93219.231,99849.550,6
P1010,93227.110,99849.324,7
P1011,93227.223,99839.912,3
P1012,93232.139,99832.572,6
P1013,93233.807,99832.393,3
P1014,93231.310,99829.465,6
P1015,93232.838,99829.529,2
P1016,93230.159,99820.201,3
P1017,93231.699,99820.248,4
P1018,93233.513,99819.200,2
P1019,93240.490,99821.906,6
P1020,93241.853,99819.706,7
P1021,93243.269,99817.581,3
P1022,93248.560,99822.346,1
P1023,93250.157,99813.234,3
P1024,93245.786,99816.264,2
P1025,93249.681,99808.177,3
P1026,93250.747,99798.928,3
P1027,93248.674,99789.512,6
P1028,93249.574,99790.038,2
P1029,93247.052,99780.683,6
P1030,93253.059,99784.757,3
P1031,93260.976,99783.836,3
P1032,93267.466,99778.247,4
P1033,93272.795,99771.280,1
P1034,93271.562,99768.002,5
P1035,93272.722,99765.568,6
P1036,93268.530,99756.639,1
P1037,93264.488,99755.059,1
P1038,93262.665,99751.882,3
P1039,93269.968,99747.808,3
P1040,93268.938,99753.834,6
P1041,93274.808,99758.056,1
P1042,93280.453,99751.410,1
P1043,93282.258,99750.750,2
P1044,93284.009,99750.345,3
P1045,93285.845,99741.305,3
P1046,93281.065,99741.714,3
P1047,93278.067,99746.600,4
P1048,93276.311,99752.322,3
P1049,93276.148,99742.882,7
P1050,93271.639,99734.071,3
P1051,93272.801,99731.638,3
P1052,93274.396,99729.815,1
P1053,93269.622,99721.112,2
P1054,93270.976,99721.375,1
P1055,93266.676,99720.226,1
P1056,93268.259,99718.379,1
P1057,93268.122,99708.940,6
P1058,93265.594,99706.028,4
P1059,93273.184,99702.770,2
P1060,93273.040,99709.029,3
P1061,93276.095,99715.051,6
P1062,93277.912,99714.048,6
P1063,93273.104,99715.281,3
P1064,93280.060,99718.026,2
P1065,93287.887,99715.841,5
P1066,93289.588,99714.267,5
P1067,93295.189,99718.756,5
P1068,93293.326,99724.423,3
P1069,93294.383,99724.889,1
P1070,93296.203,99723.985,1
P1071,93291.691,99723.304,2
P1072,93299.320,99724.415,7
P1073,93295.976,99722.049,1
P1074,93296.100,99712.638,4
P1075,93291.895,99716.007,1
P1076,93298.038,99719.925,1
P1077,93300.880,99726.014,1
P1078,93296.282,99725.582,1
P1079,93303.759,99727.174,4
P1080,93300.326,99731.633,3
P1081,93305.748,99736.286,3
P1082,93301.454,99735.125,2
P1083,93300.866,99731.858,6
P1084,93295.971,99723.207,7
P1085,93293.365,99728.409,4
P1086,93293.556,99734.720,4
P1087,93294.775,99735.092,4
P1088,93289.855,99726.452,4
P1089,93288.961,99723.165,4
P1090,93296.559,99719.938,1
P1091,93296.647,99716.825,5
P1092,93297.647,99707.562,3
P1093,93299.010,99707.816,3
P1094,93300.758,99706.391,2
P1095,93304.037,99712.334,2
P1096,93311.705,99709.363,3
P1097,93315.418,99715.126,1
P1098,93312.360,99705.875,1
P1099,93314.139,99704.582,1
P1100,93315.459,99704.874,6
P1101,93316.657,99705.261,3
P1102,93316.894,99695.864,6
P1103,93318.263,99696.111,2
P1104,93313.520,99696.270,2
P1105,93314.915,99696.492,2
P1106,93311.812,99701.284,2
P1107,93318.654,99696.261,3
P1108,93326.563,99695.619,2
P1109,93332.015,99700.246,3
P1110,93333.768,99698.841,7
P1111,93329.173,99698.398,3
P1112,93330.362,99698.791,1
P1113,93329.664,99704.921,1
P1114,93325.466,99708.304,5
P1115,93325.333,99705.123,2
P1116,93326.304,99705.625,2
P1117,93334.103,99705.987,1
P1118,93335.567,99703.933,5
P1119,93335.931,99700.934,5
P1120,93335.608,99707.157,1
P1121,93343.477,99707.026,1
P1122,93344.434,99704.403,1
P1123,93344.527,99701.293,3
P1124,93345.904,99692.120,1
P1125,93343.519,99689.140,3
P1126,93345.980,99695.330,6
P1127,93342.490,99693.098,3
P1128,93348.893,99687.383,3
P1129,93348.410,99684.130,2
P1130,93349.515,99681.640,3
P1131,93346.512,99679.009,5
P1132,93354.209,99676.158,2
P1133,93355.427,99682.515,3
P1134,93356.719,99673.320,2
P1135,93351.775,99664.691,2
P1136,93350.708,99661.405,5
P1137,93350.002,99658.126,3
P1138,93357.427,99654.366,2
P1139,93360.926,99646.045,1
P1140,93357.142,99644.125,1
P1141,93361.112,99649.765,3
P1142,93358.976,99646.685,3
P1143,93358.983,99637.261,2
P1144,93366.509,99638.710,2
P1145,93366.549,99635.582,2
P1146,93371.347,99628.143,5
P1147,93368.619,99618.824,2
P1148,93367.313,99615.554,3
P1149,93374.378,99618.098,2
P1150,93372.060,99623.499,1
P1151,93378.652,99626.831,2
P1152,93381.025,99633.041,3
P1153,93376.215,99634.240,2
P1154,93379.654,99625.886,6
P1155,93375.735,99624.136,6
P1156,93383.621,99622.444,6
P1157,93384.781,99613.217,3
P1158,93385.286,99610.290,7
P1159,93380.538,99610.476,7
P1160,93375.724,99611.466,2
P1161,93372.761,99608.807,7
P1162,93375.753,99600.224,1
P1163,93381.659,99593.870,2
P1164,93376.860,99594.475,5
P1165,93373.181,99598.645,2
P1166,93371.335,99595.474,3
P1167,93376.007,99600.704,3
P1168,93374.975,99597.416,6
P1169,93375.963,99594.820,5
P1170,93373.707,99591.785,7
P1171,93369.288,99590.880,7
P1172,93371.088,99589.709,7
P1173,93366.829,99592.974,3
P1174,93374.686,99591.004,2
P1175,93375.972,99591.326,2
P1176,93377.711,99589.872,2
P1177,93379.326,99588.088,2
P1178,93375.215,99586.612,1
P1179,93376.696,99586.737,3
P1180,93371.964,99588.609,3
P1181,93378.910,99591.371,5
P1182,93380.271,99591.627,5
P1183,93379.377,99588.339,2
P1184,93378.165,99585.060,1
P1185,93379.884,99584.757,2
P1186,93378.744,99575.281,6
P1187,93379.776,99575.759,6
P1188,93379.912,99566.349,6
P1189,93384.783,99571.441,6
P1190,93388.203,99563.076,2
P1191,93396.020,99563.333,7
P1192,93400.599,99568.623,1
P1193,93400.816,99559.224,1
P1194,93402.253,99557.129,4
P1195,93398.883,99554.785,7
P1196,93400.450,99552.907,2
P1197,93401.721,99553.241,2
P1198,93403.586,99544.211,3
P1199,93410.319,99547.330,2
P1200,93411.897,99545.472,2
P1201,93407.936,99549.251,6
P1202,93415.834,99548.810,7
P1203,93422.687,99551.733,2
P1204,93430.243,99553.089,2
P1205,93427.159,99550.516,2
P1206,93422.350,99551.262,2
P1207,93419.360,99556.155,2
P1208,93420.536,99556.556,2
P1209,93416.507,99560.229,2
P1210,93416.828,99550.844,2
P1211,93417.550,99541.524,2
P1212,93419.158,99532.415,2
P1213,93415.338,99530.539,1
P1214,93416.852,99530.622,2
P1215,93412.769,99529.103,5
P1216,93414.140,99529.350,6
P1217,93413.136,99535.385,6
P1218,93414.907,99534.908,6
P1219,93422.812,99534.350,2
P1220,93423.810,99534.843,2
P1221,93425.322,99532.868,2
P1222,93433.015,99533.736,4
P1223,93434.779,99532.374,4
P1224,93430.079,99532.316,1
P1225,93431.884,99531.182,3
P1226,93433.227,99531.456,3
P1227,93437.003,99537.189,2
P1228,93436.202,99533.905,3
P1229,93437.694,99540.246,3
P1230,93434.658,99537.638,1
P1231,93439.849,99530.540,1
P1232,93435.595,99529.306,1
P1233,93438.231,99535.452,1
P1234,93440.007,99534.953,1
P1235,93438.779,99531.676,2
P1236,93437.705,99522.199,2
P1237,93433.991,99526.323,1
P1238,93441.907,99525.452,5
P1239,93447.538,99529.913,1
P1240,93445.403,99535.428,3
P1241,93445.753,99532.423,3
P1242,93441.206,99535.006,7
P1243,93448.297,99537.499,3
P1244,93451.404,99528.972,7
P1245,93450.538,99525.685,1
P1246,93450.676,99522.591,3
P1247,93450.631,99519.436,3
P1248,93451.254,99525.786,3
P1249,93446.444,99526.570,7
P1250,93442.672,99524.637,2
P1251,93445.715,99516.078,3
P1252,93447.381,99514.412,2
P1253,93447.089,99520.641,4
P1254,93455.001,99519.938,3
P1255,93452.606,99516.963,5
P1256,93452.514,99507.529,3
P1257,93450.985,99513.358,3
P1258,93451.897,99513.880,6
P1259,93448.514,99511.549,3
P1260,93449.534,99512.032,3
P1261,93451.189,99510.338,2
P1262,93446.376,99511.441,1
P1263,93454.221,99511.511,3
P1264,93456.037,99510.727,5
P1265,93457.010,99511.229,3
P1266,93453.884,99508.686,2
P1267,93455.032,99506.240,2
P1268,93462.463,99502.495,1
P1269,93464.262,99501.871,2
P1270,93472.121,99501.834,2
P1271,93468.092,99492.850,2
P1272,93463.385,99492.823,5
P1273,93464.813,99490.715,1
P1274,93460.454,99481.847,2
P1275,93456.718,99472.770,2
P1276,93452.509,99476.132,2
P1277,93456.587,99481.715,2
P1278,93457.931,99479.491,2
P1279,93453.253,99479.340,2
P1280,93454.132,99476.655,2
P1281,93451.155,99474.006,1
P1282,93446.343,99475.139,3
P1283,93452.701,99469.361,3
P1284,93454.297,99469.319,1
P1285,93451.100,99460.099,3
P1286,93446.247,99451.430,6
P1287,93442.099,99450.013,5
P1288,93442.081,99456.293,2
P1289,93443.809,99454.804,3
P1290,93451.258,99451.111,3
P1291,93456.098,99456.225,2
P1292,93453.777,99461.624,6
P1293,93451.578,99467.100,2
P1294,93451.404,99463.909,6
P1295,93447.330,99462.377,5
P1296,93449.254,99453.366,2
P1297,93444.844,99444.516,3
P1298,93442.467,99441.533,3
P1299,93443.687,99439.162,2
P1300,93439.309,99442.175,6
P1301,93440.752,99442.346,2
P1302,93441.837,99439.837,3
P1303,93446.146,99432.026,1
P1304,93447.676,99432.086,3
P1305,93452.055,99424.325,1
P1306,93459.686,99421.214,2
P1307,93455.510,99424.636,1
P1308,93451.431,99423.111,2
P1309,93452.405,99420.502,6
P1310,93447.597,99421.732,4
P1311,93443.113,99424.488,2
P1312,93444.928,99423.711,2
P1313,93445.860,99421.068,1
P1314,93451.025,99413.947,1
P1315,93452.494,99411.900,2
P1316,93450.248,99408.863,2
P1317,93445.679,99408.341,5
P1318,93453.291,99409.508,3
P1319,93454.347,99409.975,2
P1320,93455.659,99410.275,6
P1321,93460.032,99415.693,3
P1322,93457.617,99406.322,4
P1323,93465.499,99404.585,5
P1324,93466.864,99404.837,7
P1325,93474.194,99400.830,1
P1326,93479.607,99405.490,2
P1327,93481.301,99405.253,2
P1328,93489.001,99406.093,6
P1329,93490.106,99406.534,3
P1330,93493.372,99412.482,2
P1331,93493.028,99403.027,2
P1332,93488.214,99403.907,4
P1333,93486.945,99400.633,2
P1334,93488.221,99398.325,7
P1335,93483.408,99399.429,3
P1336,93480.033,99403.950,3
P1337,93481.495,99394.800,3
P1338,93483.244,99401.116,3
P1339,93490.677,99402.828,3
P1340,93487.722,99400.163,6
P1341,93487.578,99406.422,3
P1342,93482.880,99406.357,2
P1343,93479.632,99403.909,3
P1344,93475.401,99407.228,2
P1345,93474.676,99403.948,5
P1346,93475.417,99401.163,7
P1347,93473.297,99406.687,2
P1348,93468.913,99409.688,6
P1349,93475.472,99413.068,4
P1350,93472.402,99417.890,4
P1351,93477.938,99411.128,1
P1352,93479.479,99409.202,2
P1353,93477.465,99406.081,3
P1354,93477.917,99412.419,3
P1355,93482.864,99417.455,2
P1356,93482.794,99408.024,6
P1357,93482.624,99404.833,1
P1358,93481.700,99410.895,2
P1359,93480.818,99416.970,3
P1360,93484.433,99408.715,2
P1361,93486.685,99414.951,2
P1362,93488.040,99421.301,2
P1363,93488.334,99411.912,2
P1364,93485.439,99402.626,5
P1365,93491.745,99406.345,3
P1366,93496.820,99399.142,1
P1367,93493.764,99396.548,2
P1368,93493.337,99393.304,3
P1369,93497.043,99399.070,4
P1370,93498.646,99399.018,3
P1371,93494.254,99402.003,7
P1372,93492.952,99407.928,6
P1373,93494.347,99405.773,2
P1374,93493.151,99396.298,2
P1375,93494.463,99387.108,2
P1376,93494.622,99384.022,3
P1377,93496.030,99384.232,1
P1378,93492.788,99381.780,2
P1379,93488.542,99380.529,1
P1380,93484.832,99384.658,1
P1381,93486.886,99375.691,2
P1382,93486.200,99372.414,2
P1383,93489.946,99364.235,6
P1384,93490.795,99361.528,1
P1385,93495.683,99366.607,2
P1386,93497.469,99357.552,5
P1387,93497.314,99354.365,5
P1388,93496.015,99360.292,3
P1389,93497.090,99366.652,2
P1390,93503.290,99370.503,1
P1391,93503.126,99367.314,3
P1392,93504.230,99367.756,2
P1393,93503.314,99364.468,1
P1394,93499.699,99362.361,2
P1395,93503.552,99368.058,2
P1396,93501.162,99373.412,6
P1397,93508.012,99368.405,2
P1398,93509.582,99368.407,2
P1399,93516.898,99370.414,1
P1400,93524.720,99370.635,2
P1401,93525.677,99368.012,1
P1402,93525.536,99364.830,5
P1403,93529.934,99370.233,2
P1404,93536.673,99365.036,3
P1405,93537.970,99365.349,5
P1406,93533.457,99364.673,1
P1407,93538.574,99357.507,3
P1408,93540.339,99356.154,3
P1409,93536.240,99354.661,2
P1410,93542.211,99348.382,1
P1411,93537.675,99350.996,1
P1412,93543.343,99355.422,2
P1413,93544.798,99346.270,1
P1414,93543.621,99342.989,1
P1415,93551.092,99344.598,5
P1416,93552.091,99345.089,5
P1417,93554.559,99336.277,3
P1418,93550.841,99340.395,3
P1419,93547.153,99331.305,3
P1420,93543.805,99328.941,7
P1421,93541.589,99325.891,3
P1422,93541.240,99322.661,3
P1423,93539.583,99328.432,2
P1424,93537.273,99325.420,1
P1425,93536.896,99315.963,4
P1426,93538.646,99315.565,1
P1427,93533.897,99317.338,1
P1428,93529.451,99316.494,1
P1429,93524.808,99316.214,3
P1430,93521.372,99320.669,3
P1431,93526.259,99325.750,2
P1432,93527.640,99323.576,2
P1433,93524.247,99321.253,3
P1434,93522.012,99326.707,2
P1435,93523.589,99324.848,6
P1436,93525.172,99324.829,1
P1437,93532.973,99322.485,6
P1438,93533.985,99322.972,3
P1439,93535.661,99321.330,1
P1440,93536.285,99318.472,2
P1441,93536.119,99315.282,3
P1442,93531.370,99315.476,7
P1443,93531.780,99306.104,1
P1444,93527.214,99305.572,1
P1445,93526.399,99311.668,2
P1446,93521.656,99311.823,7
P1447,93519.051,99308.950,2
P1448,93519.022,99299.522,3
P1449,93514.239,99299.951,2
P1450,93515.975,99299.597,2
P1451,93523.030,99302.159,3
P1452,93519.459,99306.461,3
P1453,93517.688,99303.272,2
P1454,93524.615,99298.405,5
P1455,93520.168,99297.566,2
P1456,93524.306,99303.117,1
P1457,93526.122,99302.332,2
P1458,93523.721,99307.679,6
P1459,93529.132,99300.791,6
P1460,93526.084,99305.632,1
P1461,93530.498,99311.025,1
P1462,93526.161,99309.948,1
P1463,93527.727,99308.067,7
P1464,93529.421,99306.475,1
P1465,93525.829,99297.357,3
P1466,93525.176,99294.083,3
P1467,93523.399,99299.794,1
P1468,93528.537,99304.684,6
P1469,93529.692,99302.244,1
P1470,93537.536,99302.315,3
P1471,93538.130,99292.973,6
P1472,93539.828,99291.389,2
P1473,93541.150,99289.137,2
P1474,93541.622,99279.775,1
P1475,93543.394,99278.448,2
P1476,93551.029,99279.539,2
P1477,93558.466,99281.239,2
P1478,93556.307,99286.740,6
P1479,93558.799,99292.923,2
P1480,93553.990,99293.659,7
P1481,93555.808,99292.678,2
P1482,93557.380,99290.809,3
P1483,93562.398,99283.556,2
P1484,93562.049,99280.325,3
P1485,93557.649,99271.473,3
P1486,93554.125,99262.336,2
P1487,93555.496,99253.161,1
P1488,93552.682,99250.407,2
P1489,93553.485,99247.666,3
P1490,93554.996,99245.687,3
P1491,93551.191,99249.691,1
P1492,93553.002,99248.979,1
P1493,93549.531,99246.728,2
P1494,93551.080,99246.760,3
P1495,93549.956,99243.476,2
P1496,93557.810,99243.478,2
P1497,93560.244,99249.674,7
P1498,93555.446,99251.061,3
P1499,93557.538,99242.107,2
P1500,93561.952,99247.500,2
P1501,93560.336,99244.276,1
P1502,93568.253,99243.233,3
P1503,93569.966,99249.552,1
P1504,93565.983,99240.553,1
P1505,93572.862,99243.433,3
P1506,93578.268,99236.541,6
P1507,93575.459,99241.586,3
P1508,93576.803,99239.364,3
P1509,93584.546,99236.716,4
P1510,93581.116,99234.427,6
P1511,93582.821,99234.160,3
P1512,93583.960,99231.703,5
P1513,93581.752,99222.303,3
P1514,93584.337,99228.463,7
P1515,93582.824,99225.221,6
P1516,93581.509,99221.951,3
P1517,93589.201,99219.077,3
P1518,93596.726,99215.609,2
P1519,93604.590,99213.698,3
P1520,93606.069,99213.826,2
P1521,93604.932,99219.814,6
P1522,93612.639,99217.001,1
P1523,93615.064,99208.172,7
P1524,93616.237,99205.751,7
P1525,93622.748,99209.199,3
P1526,93618.950,99200.141,1
P1527,93614.041,99191.496,7
P1528,93621.955,99190.286,5
P1529,93623.573,99190.207,5
P1530,93623.510,99196.480,2
P1531,93618.939,99198.988,6
P1532,93624.963,99192.774,7
P1533,93632.704,99193.434,1
P1534,93632.503,99190.236,3
P1535,93636.328,99182.106,3
P1536,93639.873,99187.943,4
P1537,93641.761,99194.240,6
P1538,93649.234,99190.615,6
P1539,93654.795,99195.142,1
P1540,93662.498,99195.969,2
P1541,93658.870,99186.862,2
P1542,93654.056,99187.749,2
P1543,93661.966,99187.090,1
P1544,93669.868,99185.611,6
P1545,93669.271,99182.343,2
P1546,93665.443,99186.315,3
P1547,93661.183,99185.091,2
P1548,93657.084,99188.647,3
P1549,93654.436,99193.818,3
P1550,93661.943,99190.295,1
P1551,93659.516,99195.625,2
P1552,93658.238,99192.352,1
P1553,93659.332,99192.799,3
P1554,93659.595,99199.119,6
P1555,93667.050,99195.442,2
P1556,93668.306,99195.787,5
P1557,93673.658,99188.842,5
P1558,93675.584,99195.134,3
P1559,93678.254,99201.272,3
P1560,93674.056,99199.937,3
P1561,93675.479,99200.130,3
P1562,93670.578,99191.482,1
P1563,93674.554,99197.118,3
P1564,93678.158,99188.857,6
P1565,93678.886,99179.538,3
P1566,93685.724,99182.487,3
P1567,93686.267,99179.581,2
P1568,93687.938,99177.927,5
P1569,93688.314,99174.934,1
P1570,93696.229,99174.112,3
P1571,93693.573,99171.267,4
P1572,93701.151,99172.549,2
P1573,93699.159,99178.146,5
P1574,93698.278,99174.859,7
P1575,93693.464,99175.934,2
P1576,93698.941,99180.538,1
P1577,93700.650,99180.262,6
P1578,93696.515,99183.756,7
P1579,93703.607,99179.211,3
P1580,93705.360,99178.802,5
P1581,93712.915,99175.430,6
P1582,93714.717,99174.791,1
P1583,93716.149,99172.688,4
P1584,93721.952,99176.979,3
P1585,93728.359,99180.568,1
P1586,93723.547,99181.373,1
P1587,93730.758,99177.083,4
P1588,93730.492,99167.633,6
P1589,93733.651,99173.620,5
P1590,93739.574,99177.784,2
P1591,93738.872,99174.506,2
P1592,93734.268,99176.907,1
P1593,93738.072,99168.764,3
P1594,93737.086,99165.476,1
P1595,93741.180,99171.051,1
P1596,93741.998,99168.321,1
P1597,93749.853,99166.338,1
P1598,93751.357,99157.199,5
P1599,93756.845,99161.794,1
P1600,93756.783,99168.066,1
P1601,93758.548,99166.711,1
P1602,93765.984,99162.981,3
P1603,93772.973,99165.666,5
P1604,93768.028,99157.038,7
P1605,93765.630,99154.064,4
P1606,93770.438,99146.634,7
P1607,93770.864,99137.264,3
P1608,93772.638,99135.944,3
P1609,93773.891,99136.291,5
P1610,93776.089,99127.375,7
P1611,93771.505,99129.841,2
P1612,93769.521,99126.710,2
P1613,93764.896,99129.044,2
P1614,93769.591,99121.522,7
P1615,93767.335,99112.128,3
P1616,93768.460,99109.658,6
P1617,93769.766,99109.963,2
P1618,93770.968,99110.347,2
P1619,93768.580,99107.369,2
P1620,93770.396,99106.355,2
P1621,93767.433,99103.696,5
